dane_code,department,dept_capital,notary_offices,telecom_offices,post_offices,health_centers,health_posts,schools,libraries,fire_stations,jails,public_instrument_offices,tax_offices,municipal_employees,primary_enrollment,secondary_enrollment,infant_mortality,aqueduct_coverage,sewage_coverage,electricity_coverage,vaccination_coverage,not_poor_1993,not_poor_2005,life_quality_index,tax_per_capita_2002,crown_employees_1794,crown_employees_nonmilitary_1794,colonial_state_index,colonial_city,royal_road_distance,literacy_1918,schooling_1918,vaccination_1918,longitude,latitude,area_sqkm,elevation_m,rainfall_mm,distance_coast_km,distance_magdalena_km,highway_distance_m,population_1995,pop_density_1995,urban_share_1995,malaria_incidence,oil_producer,land_agri_share,land_mountain_share,slaves_share_1843,encomienda_1560,gold_mine_1560,foundation_year,population_1843
5001,Antioquia,1,31,69,73,27,34,518,47,14,50,11,31,6604,1.24773,0.975528,13.0746,97.946,94.831,99.5924,0.404849,83.9165,87.83,82,137918,19,19,4,0,7.9954,0.598485,0.124201,0.573573,-75.58,6.27,387,1486,1597,189.009,105.141,800.28,1.8955e+06,4897.95,0.953008,0.0107292,0,0.6,1,0.0340136,0,0,1616,13524
5002,Antioquia,0,1,3,1,0,0,6,1,1,1,1,1,76,1.09343,0.341068,28.8026,63.611,41.2914,89.2985,0.351527,56.3898,60.22,53,16168.9,0,0,0,0,11.6261,0.412556,0.0682835,0.268609,-75.44,5.79,497,2125,2047,201.14,85.0209,607.659,26785,53.8934,0.284035,0,0,0.421053,1,0.0070537,1,0,1811,5529
5004,Antioquia,0,0,3,3,1,1,2,1,0,1,0,0,24,0.896921,0.44991,142.857,33.9192,29.7012,72.4077,0.333422,54.4352,65.46,51,10238.1,0,0,0,0,13.6846,,,,-76.08,6.63,293,1920,2240,139.481,168.986,1666.17,3807,12.9932,0.278944,0,0,0.0714286,1,0,0,0,1860,2892.24
5021,Antioquia,0,0,1,1,0,0,3,1,0,1,0,0,23,0.921879,0.437249,25.463,49.6926,46.8238,74.8975,0.280247,43.5436,60.86,47,15724,0,0,0,0,26.3906,0.475091,0.126157,0.405671,-75.15,6.37,151,1650,2000,247.325,63.5615,290.737,5665,37.5166,0.436977,0.210779,0,0.666667,1,0,0,0,1886,2892.24
5030,Antioquia,0,1,1,1,0,0,4,1,0,1,0,1,568,1.27948,0.779612,22.0954,96.2607,89.6595,95.822,0.396131,68.3356,67.93,61,30418.9,0,0,0,0,16.4271,0.347361,0.0734057,0.220771,-75.72,6.04,85,1392,2500,170.682,119.429,975.607,25865,304.294,0.43145,0.0245486,0,0.6,1,0.0047286,0,0,1788,4864
5031,Antioquia,0,1,1,1,0,0,3,1,1,1,1,0,46,1.25393,0.54192,21.7102,64.5868,53.2884,66.8634,0.560501,46.2082,54.75,51,39923.7,0,0,0,0,14.379,0.341596,0.0469223,0.209931,-75.09,6.89,1224,1550,1925,217.048,81.9119,282.965,20307,16.5907,0.505541,0.38956,0,0.833333,0.979167,0.0741573,0,0,1838,1780
5034,Antioquia,0,1,1,1,0,0,7,1,1,1,1,1,63,1.34083,0.543437,17.4641,70.0013,52.3298,93.7425,0.503389,63.1764,63.53,54,43369.1,0,0,1,0,21.9877,0.364535,0.0763022,0.338164,-75.92,5.65,449,1357,2562,143.087,135.903,2318.4,41260,91.8931,0.421803,0.0636124,0,0.4375,1,0,0,0,1850,2892.24
5036,Antioquia,0,0,1,1,1,0,2,1,0,1,1,0,25,0.812921,0.391044,20.0072,88.0682,55.8441,93.0195,0.589914,61.7741,66.03,50,45581.2,0,0,0,0,8.68212,0.314971,0.067282,0.294146,-75.73,6.1,87,1917,2446,171.785,121.082,280.893,6586,75.7011,0.276701,0,0,0.666667,1,0,0,0,1895,2892.24
5038,Antioquia,0,1,1,1,0,0,3,1,0,1,0,0,35,0.997941,0.198606,22.5393,50.3126,23.3014,92.4135,0.51087,40.4188,50.84,46,22595.5,0,0,0,0,10.5805,0.339862,0.0813105,0.223126,-75.34,6.87,392,1637,2672,194.742,106.29,2464.25,15014,38.301,0.215835,0.0479633,0,0.733333,1,0.01001,0,0,1814,1998
5040,Antioquia,0,1,1,1,0,0,2,1,0,1,0,0,12,1.3244,0.284399,25.0878,38.7677,25.8023,51.6902,0.503717,31.9402,51.93,44,9637.13,0,0,0,0,32.9029,0.378933,0.06698,0.261163,-75.14,7.06,1447,1535,2354,199.567,97.7258,4075.02,14568,10.0677,0.289867,13.2888,0,0.736842,1,0.050478,0,0,1808,2615
5042,Antioquia,0,1,1,1,0,1,7,1,0,1,1,1,63,0.829862,0.394206,8.6552,75.8423,50.7288,79.5221,0.51618,45.4418,59.2,52,45953.9,10,10,3,1,16.516,0.256102,0.0570111,0.178044,-75.84,6.54,499,550,1244,156.836,142.545,1882.33,22711,45.513,0.506906,0.580703,0,0.928571,1,0.0403205,0,0,1541,7862
5044,Antioquia,0,0,1,1,0,0,2,1,0,1,0,0,11,1.11893,0.22282,19.0195,43.6704,23.0712,83.3708,0.589627,29.853,48.65,40,7434.46,0,0,1,0,16.1041,0.222329,0.0421595,0.0785563,-75.88,6.3,256,620,1537,156.48,140.454,229.969,7995,31.2305,0.165713,0.0281215,0,1,1,0.0037395,0,0,1773,3209
5045,Antioquia,0,1,1,1,1,1,45,1,0,1,0,0,53,1.26195,0.868685,13.6049,80.1418,56.4129,86.718,0.648489,48.6202,72.66,60,41434.3,0,0,0,0,134.378,,,,-76.63,7.88,607,80,2490,26.7842,243.365,2104.5,82793,136.397,0.828028,9.50604,0,1,0.8,0,0,0,1967,2892.24
5051,Antioquia,0,1,1,1,1,0,5,1,0,1,1,0,26,2.11923,0.782115,32.4419,53.0251,28.4808,43.7516,0.923376,20.4141,37.86,43,21488.2,0,0,1,0,77.2391,,,,-76.44,8.84,718,4,1540,18.4467,180.723,4889.1,23973,33.3886,0.370913,3.12715,0,0.28125,0,0,0,0,1920,2892.24
5055,Antioquia,0,1,2,1,0,0,3,1,0,1,0,0,9,1.01063,0.193782,30.387,33.8664,20.6961,76.4346,0.559129,40.1018,59.13,44,7003.75,0,0,0,0,1.39756,,,,-75.15,5.72,257,1750,2700,241.093,51.897,2247.86,12933,50.323,0.280525,0.0204365,0,0.666667,1,0,0,0,1891,2892.24
5059,Antioquia,0,1,1,1,0,0,4,1,0,1,0,0,12,0.996056,0.481072,24.1023,68.7059,48.549,93.6471,0.349556,55.009,60.17,48,25609.2,0,0,0,0,1.05277,0.179612,0.0408654,0.131472,-75.8,6.12,111,1808,2420,165.229,129.916,201.683,7097,63.9369,0.314555,0.114948,0,0.833333,1,0,0,0,1813,2892.24
5079,Antioquia,0,1,1,1,1,0,4,1,0,1,0,1,59,1.35129,0.761847,22.0967,73.1765,55.8676,97.8088,0.392868,66.3186,70.36,59,49993.8,0,0,0,0,9.50215,0.371974,0.0681858,0.349585,-75.34,6.43,208,1301,2040,222.467,84.8385,101.625,35861,172.409,0.416837,0.0724265,0,0.333333,1,0.0114336,0,0,1792,2274
5086,Antioquia,0,0,1,1,0,0,3,1,0,1,0,0,11,1.45704,0.720761,23.3466,40.2111,33.3973,86.6603,0.538523,64.8606,64.95,49,19121.6,0,0,1,0,0.0411433,0.412815,0.16697,0.346084,-75.7,6.59,279,2520,1806,184.361,128.143,2420.02,5680,20.3584,0.279626,0,0,0,1,0,0,0,1757,1363
5088,Antioquia,0,,,,,,,,,,,,212,1.07029,0.89779,16.6034,96.9388,93.8622,99.4589,0.379535,83.6997,80.97,75,40867.3,0,0,1,0,4.3696,0.499916,0.115833,0.428822,-75.59,6.3,151,1495,1400,192.064,110.139,2319.23,306729,2031.32,0.980289,0.025606,0,0.5,1,0.0297685,0,0,1771,1814
5091,Antioquia,0,1,1,1,0,0,3,1,1,1,0,1,72,1.30825,0.344462,19.4324,54.218,29.4113,67.3485,0.513674,58.7808,62.75,57,18787.1,0,0,0,0,31.8039,,,,-76.01,5.74,170,1150,2197,138.385,145.394,7689.57,12198,71.7529,0.341357,0.132792,0,0.875,1,0,0,0,1889,2892.24
5093,Antioquia,0,1,1,1,0,0,2,1,0,1,0,1,12,1.29,0.283112,28.1429,55.7272,38.092,91.7702,0.534008,42.8024,54.67,44,16841,0,0,0,0,5.38875,0.227281,0.0790395,0.0575288,-76.01,6.12,255,1615,2339,148.754,150.382,175.973,17110,67.098,0.2875,0.0579973,0,0.833333,1,0,0,0,1848,2892.24
5101,Antioquia,0,1,1,1,0,0,9,1,1,1,1,1,41,1.33644,0.68342,10.5088,77.6318,75.7161,95.7489,0.488029,60.3504,63.83,59,43321.7,0,0,0,0,33.5354,0.366942,0.0501013,0.143058,-76.04,5.86,406,1230,1852,134.251,149.349,4585.1,30391,74.8547,0.575667,0.236465,0,0.866667,1,0,0,0,1839,2892.24
5107,Antioquia,0,0,1,1,0,0,2,1,0,0,0,0,6,0.989782,0.151738,34.0983,24.7788,14.0231,33.1518,0.554878,26.8815,51.07,38,6545.32,0,0,0,0,6.58298,,,,-75.54,7.13,406,2265,2650,158.192,139.925,10300.4,9990,24.6059,0.185367,0.701969,0,0.666667,1,0,0,0,1886,2892.24
5113,Antioquia,0,1,1,1,0,0,3,1,0,1,0,0,6,1.19698,0.253307,34.1217,71.4286,23.3083,56.4662,0.433171,31.4405,39.7,42,3122.95,0,0,1,0,13.348,0.308082,0.0782262,0.36655,-75.92,6.71,1996,1643,1500,154.702,154.631,9265.37,8166,4.09118,0.262794,0.0783208,0,1,1,0.0013947,0,1,1614,2151
5120,Antioquia,0,0,1,1,0,0,3,1,0,1,0,1,62,1.87609,0.640774,47.6504,50.5451,28.823,70.1985,0.707284,27.929,41.19,47,18664.3,3,3,1,1,14.5378,0.222933,0.022335,0.207107,-75.33,7.57,1996,85,4182,171.444,147.583,3233.74,22768,11.4068,0.20334,82.7091,0,0.657143,0.828571,0.011976,0,1,1576,501
5125,Antioquia,0,0,1,1,0,0,2,1,0,1,0,0,7,1.21773,0.261551,36.5771,24.9366,20.7101,54.9451,0.635746,26.0925,42.15,39,10189.1,0,0,1,0,12.4327,0.525408,0.036081,0.119096,-76.01,6.41,152,1820,1580,151.917,154.534,505.02,7649,50.3224,0.197566,0.0326755,0,0.666667,1,0,0,0,1870,2892.24
5129,Antioquia,0,1,1,1,1,1,24,1,1,1,0,1,81,1.23817,0.978291,15.543,95.0789,89.5393,99.0398,0.334244,81.7526,76.99,71,38024.8,0,0,0,0,15.0295,0.46096,0.122975,0.329183,-75.64,6.08,202,1750,2444,181.017,110.114,1894.96,58661,290.401,0.880443,0.0074907,0,0.142857,1,0,0,0,1840,2892.24
5134,Antioquia,0,0,1,1,0,0,3,1,0,1,0,0,14,1.27376,0.211781,23.3263,35.722,21.5517,58.7285,0.529884,35.7363,0,42,11736.6,0,0,0,0,21.7261,0.269181,0.0516605,0.100656,-75.31,6.97,396,1700,2724,188.792,108.238,2039.84,11414,28.8232,0.160704,0.666269,0,1,1,0.0045924,0,0,1820,1742
5138,Antioquia,0,1,1,1,0,0,3,1,0,1,1,1,15,1.01821,0.407678,27.2499,57.3015,34.6519,76.9168,0.477022,38.8988,48.91,47,6601.22,1,1,1,0,24.098,0.254296,0.0260763,0.0731857,-76.03,6.72,263,1300,2500,146.414,168.618,1440.7,22586,85.8783,0.253553,0.200007,0,0.428571,1,0.0032664,0,0,1782,2143
5142,Antioquia,0,0,1,1,0,0,3,1,1,1,0,1,7,1.44062,0.59543,29.8423,70.937,62.2987,81.3324,0.394125,50.5436,64.07,53,22491.5,0,0,0,0,6.42361,,,,-74.76,6.39,87,651,3200,287.187,28.4368,5340.42,7034,80.8506,0.493785,0.0386399,0,0.75,0.75,0,0,0,1876,2892.24
5145,Antioquia,0,1,1,1,0,0,3,0,0,1,0,0,41,1.02984,0.455432,48.1928,64.5601,55.886,96.6543,0.497502,63.4761,67.47,51,14909.9,0,0,0,0,5.92587,0.410428,0.0773862,0.226138,-75.66,5.54,384,2115,2874,177.058,107.889,3258.45,8285,21.5755,0.388725,0,0,1,1,0.0086957,0,0,1557,690
5147,Antioquia,0,0,2,2,1,0,4,1,0,1,0,0,24,1.07194,0.536061,29.2946,60.3295,56.2013,79.6306,0.708834,42.0875,56.74,50,28634.1,0,0,0,0,129.921,,,,-76.7,7.79,384,40,3980,12.2558,255.683,496.038,32417,84.4193,0.434758,29.0821,0,0.916667,0.583333,0,0,0,1912,2892.24
5148,Antioquia,0,1,3,1,1,0,3,1,1,1,1,1,59,0.973274,0.603764,23.7018,78.9125,51.7837,89.1542,0.282225,64.6096,72.3,59,28245.9,0,0,0,0,0.257882,0.306388,0.0153787,0.103902,-75.34,6.07,168,2150,2624,221.534,79.3662,5515.21,39422,234.655,0.419837,0.011229,0,0.176471,1,0.0051376,0,0,1807,2725
5150,Antioquia,0,1,1,1,0,0,5,1,0,1,0,0,12,2.05811,0.889148,35.0616,86.2643,75.9625,96.5661,0.355608,72.0452,72.58,63,43324.6,0,0,0,0,5.10853,0.39855,0.0893461,0.201029,-75.28,6.71,1058,1807,3277,206.828,96.219,1020.13,4633,4.37902,0.666416,0,0,0.857143,1,0.0325329,0,0,1785,3873
5154,Antioquia,0,1,1,1,0,1,14,1,1,1,0,1,104,1.52644,0.920517,16.8685,88.2296,55.6611,89.6062,0.600231,50.5006,53.62,60,52614.1,0,0,0,0,47.4615,,,,-75.19,7.98,1058,50,2120,187.291,126.353,1915.38,56058,52.9849,0.833211,7.53234,0,0.277778,0,0,0,0,1918,2892.24
5172,Antioquia,0,1,1,1,0,0,17,1,0,1,0,0,23,1.38952,0.626,36.849,53.9228,56.0849,75.6473,0.512488,41.8215,60,56,19784.5,0,0,0,0,124.914,0.0213603,0.0101713,0.0208779,-76.68,7.67,285,40,3980,34.6001,263.225,383.475,45518,159.712,0.764516,6.50088,0,0.888889,0.518518,0,0,0,1878,2892.24
5190,Antioquia,0,1,1,1,0,0,3,1,0,1,0,1,9,1.19635,0.869026,26.1788,81.6628,68.9146,93.903,0.648717,65.3376,68.25,61,37289.8,0,0,0,0,16.7328,,,,-75.08,6.53,221,1038,2700,239.551,67.5394,3855.59,10498,47.5023,0.776623,0.0955505,0,1,1,0,0,0,1910,2892.24
5197,Antioquia,0,1,1,1,0,0,3,1,0,1,0,0,48,1.17755,0.308476,18.5775,33.5186,16.8477,72.7962,0.274087,37.9245,58.46,47,8155.23,0,0,0,0,15.0195,0.31701,0.0589686,0.222421,-75.18,6.05,169,1286,3300,230.434,63.2518,1460.32,23163,137.059,0.237007,0.0344617,0,0.454545,1,0,0,0,1825,1303
5206,Antioquia,0,0,1,1,0,0,3,1,0,1,0,1,57,1.01844,0.336477,36.5365,32.9187,27.1144,90.5473,0.2288,48.2934,66.05,50,22132.8,0,0,1,0,17.5871,0.46963,0.113713,0.271445,-75.26,6.37,234,1862,1720,233.396,76.9293,2955.13,6527,27.8932,0.249895,0,0,0.4,1,0.0020492,0,0,1700,1464
5209,Antioquia,0,1,1,1,0,0,5,1,0,1,0,1,17,1.23081,0.28815,19.6747,56.9379,49.5671,91.8377,0.536716,50.3551,60.78,47,25462.5,0,0,0,0,10.8585,0.284715,0.053565,0.266114,-75.92,6.05,71,2000,2088,148.195,141.585,4829.25,24423,343.986,0.351491,0.0695402,0,1,1,0,0,0,1830,2892.24
5212,Antioquia,0,1,2,1,0,1,36,1,1,1,1,1,119,1.34365,1,32.6809,88.2932,83.2129,99.1767,0.374655,79.1031,80.34,70,88018.5,0,0,2,0,1.09652,0.499105,0.114369,0.378762,-75.51,6.32,615,1407,1520,201.523,102.094,995.56,51031,82.9772,0.852046,0.0276155,0,1,1,0.0162521,0,0,1670,3015
5234,Antioquia,0,1,0,1,1,0,8,1,0,1,1,1,62,1.1405,0.306431,39.7736,53.9401,39.0783,61.0599,0.424164,27.1373,43.51,49,9210.2,0,0,0,0,48.49,0.0965013,0.0270963,0.0599292,-76.27,6.99,1905,450,1590,120.377,203.769,236.623,28104,14.7528,0.3603,3.5266,0,0.558442,0.922078,0,0,0,1850,2892.24
5237,Antioquia,0,1,1,1,0,0,6,1,0,1,0,0,14,1.32871,0.757988,24.2118,69.9754,64.356,98.1132,0.592571,76.0197,71.28,63,50569,0,0,0,0,2.37278,0.490783,0.0873526,0.110575,-75.4,6.48,183,2156,2441,221.33,94.1045,734.168,14076,76.918,0.626612,0.0168554,0,0.857143,1,0.0137845,0,0,1787,2394
5240,Antioquia,0,1,1,1,0,1,3,1,0,1,0,1,13,1.15632,0.493191,11.1044,85.8104,37.8951,87.2562,0.488028,51.7556,57.48,43,16098.6,0,0,0,0,13.3196,0.220753,0.0410356,0.139992,-75.78,6.32,238,1125,2043,171.359,129.923,1501.96,16062,67.4874,0.167397,0.0172604,0,0.5,1,0.00058,0,0,1830,1724
5250,Antioquia,0,0,1,1,0,0,16,1,0,1,0,0,28,1.33831,0.519726,40.295,75.2913,30.4314,73.2813,0.443532,36.2192,55.25,49,22661.3,0,0,0,0,0.405255,,,,-74.79,7.57,1951,52,2833,218.501,96.2346,844.746,47656,24.4264,0.617584,38.9375,0,0.695652,0.637681,0,0,0,1979,2892.24
5264,Antioquia,0,1,1,1,0,0,5,1,0,1,0,1,24,1.27268,0.569872,27.4972,46.0489,40.8764,97.2701,0.66814,76.6242,74.72,54,62634.8,0,0,0,0,9.63692,0.550178,0.149562,0.264914,-75.52,6.55,222,2300,2001,197.549,109.299,2794.61,7531,33.9234,0.387122,0,0,0,1,0.0234742,0,0,1835,1065
5266,Antioquia,0,,,,,,,,,,,,180,1.13271,1,8.73002,96.5112,93.2882,99.5848,0.21458,90.8457,84.64,79,232827,0,0,1,0,13.6408,0.57624,0.146443,0.731902,-75.59,6.17,51,1550,1758,188.435,108.001,171.85,128894,2527.33,0.930487,0.0079658,0,0.333333,1,0.0148423,0,0,1680,4312
5282,Antioquia,0,1,2,1,1,5,6,1,1,1,1,1,91,1.29875,0.790537,18.4749,84.4956,76.2209,96.3532,0.610842,68.3885,69.7,57,52561.9,0,0,0,0,18.8695,0.352777,0.0894745,0.209233,-75.69,5.92,250,1800,2007,171.233,114.018,722.807,24350,97.4,0.388724,1.02604,0,1,1,0.0057216,0,0,1790,4719
5284,Antioquia,0,1,1,1,0,0,5,1,0,1,1,1,25,1.25892,0.499133,29.4026,59.6763,44.2122,73.3648,0.444511,45.5578,55.11,47,22394.6,0,0,0,0,24.5239,0.281874,0.0692496,0.220598,-76.13,6.77,1278,1317,2520,114.264,179.211,1838.3,26468,20.7105,0.34038,0.356677,0,0.4,0.836364,0,0,0,1806,2892.24
5306,Antioquia,0,0,1,1,1,0,2,1,0,1,0,1,6,0.936115,0.450973,18.5185,78.129,43.9949,90.7712,0.345232,46.1425,52.62,42,15079.9,0,0,0,0,20.0717,0.26018,0.0629406,0.11279,-75.97,6.67,97,1932,1762,153.834,159.689,1580.41,4879,50.299,0.242968,0.228798,0,1,1,0,0,0,1845,2892.24
5308,Antioquia,0,1,2,1,1,1,14,1,1,1,1,1,175,1.33386,0.953731,32.6821,84.8915,69.1152,98.4474,0.340976,77.7199,76.57,71,146015,0,0,0,0,5.04051,0.3574,0.0890896,0.231145,-75.45,6.37,79,1351,1642,208.666,93.2387,956.546,32297,408.823,0.581996,0.067818,0,0.4,1,0.0245243,0,0,1757,2365
5310,Antioquia,0,1,1,1,0,0,3,1,0,1,0,0,12,1.26631,0.735028,17.6669,74.9743,64.1829,94.8099,0.500546,58.6083,54.46,54,52480.8,0,0,1,0,4.74903,0.409772,0.0781695,0.256588,-75.23,6.68,364,1828,2836,217.796,87.3765,2176.02,9980,27.4176,0.446939,0,0,,,0,0,0,1780,2892.24
5313,Antioquia,0,1,1,1,0,0,5,1,0,1,0,0,65,0.976973,0.556711,21.0104,71.5141,40.4619,89.9059,0.473024,53.967,66.98,51,10081,0,0,0,0,18.2819,0.524118,0.0838982,0.221268,-75.2,6.14,185,2050,2400,234.996,63.273,71.353,18540,100.216,0.323122,0.231819,0,0.285714,1,0,0,0,1804,2687
5315,Antioquia,0,0,1,1,0,0,3,1,0,1,0,0,3,1.16698,0.325555,30.0105,40.2279,37.9492,93.4268,0.517215,40.1039,51.78,41,16625.7,0,0,0,0,5.37286,,,,-75.23,6.83,88,1850,3236,206.26,94.4034,7166.92,6670,75.7955,0.268004,0,0,1,1,0,0,0,1895,2892.24
5318,Antioquia,0,0,1,1,0,1,4,1,1,1,0,1,37,1.2552,0.821917,27.1506,69.2984,51.8727,90.3112,0.415154,64.083,72.26,58,86642.3,0,0,1,0,1.43167,0.38671,0.0943192,0.282186,-75.45,6.28,153,2150,1830,207.449,94.3318,1108.4,30608,200.052,0.39239,0.0300169,0,0,1,0.0064198,0,0,1757,2025
5321,Antioquia,0,0,1,1,1,0,3,1,0,1,0,0,11,1.05755,0.689413,25.1226,85.0246,69.8036,94.4353,0.223229,73.449,75.1,62,43749.2,0,0,0,0,24.0186,0.546928,0.0796424,0.217391,-75.17,6.22,70,1850,2250,235.99,61.3942,1678.26,6939,99.1286,0.664836,0.0333823,0,0,1,0.0011161,0,0,1811,896
5347,Antioquia,0,0,1,1,0,0,4,1,0,1,0,0,57,1.25743,0.505868,64.6498,94.3205,60.4462,92.4273,0.313964,55.0151,59.73,55,23250.3,0,0,0,0,1.48618,0.29946,0.0779979,0.108596,-75.76,6.22,118,1440,1950,170.45,126.018,221.04,8118,68.7966,0.317114,0,0,0.2,1,0.004507,0,0,1814,1775
5353,Antioquia,0,0,1,1,0,0,2,1,1,1,0,0,26,1.70116,0.797518,35.746,74.5781,76.2658,93.9873,0.58755,58.3471,65.74,54,39744.2,0,0,0,0,32.2236,,,,-75.95,5.78,57,1570,2765,146.605,138.896,832.884,4863,85.3158,0.546976,0.28973,0,1,1,0,0,0,1925,2892.24
5360,Antioquia,0,,,,,,,,,,,,147,0.937151,0.824125,8.02223,98.2571,96.4498,99.7698,0.358954,87.7017,90.76,77,104071,0,0,1,0,10.3341,0.456149,0.10689,0.421157,-75.64,6.18,17,1569,1838,184.826,111.626,3088.96,202236,11896.2,0.97774,0.0300147,0,,,0.0080543,0,0,1743,4718
5361,Antioquia,0,1,1,0,0,0,5,1,0,1,1,1,42,0.926227,0.232207,31.7225,41.4266,25.3625,36.9225,0.453623,24.6149,45.56,44,3741.03,0,0,0,0,15.7711,0.2761,0.0430742,0.197596,-75.79,7.16,2375,1575,1088,123.067,164.278,568.356,36025,15.1684,0.212354,0.649801,0,0.488372,1,0,0,0,1857,2892.24
5364,Antioquia,0,1,1,1,0,0,6,1,1,1,0,0,13,1.28997,0.730797,17.817,78.4202,49.9832,94.4874,0.336268,64.5201,67.75,56,17932.5,0,0,0,0,12.7012,0.389989,0.0931144,0.224788,-75.85,5.59,227,1805,2346,158.65,126.308,6465.83,16043,70.674,0.438216,0.207665,0,0,1,0,0,0,1864,2892.24
5368,Antioquia,0,1,1,1,1,1,8,1,1,1,1,1,35,1.07159,0.705504,21.3279,84.6562,71.8796,96.1936,0.259207,70.2032,66.36,57,38140.3,0,0,0,0,20.8423,0.418407,0.0704523,0.445775,-75.79,5.78,195,1967,2415,164.441,124.294,1316.53,17641,90.4667,0.422227,0,0,0.857143,1,0,0,0,1851,2892.24
5376,Antioquia,0,1,3,2,1,0,21,1,1,1,1,1,330,0.984766,0.763202,24.138,80.8234,71.4166,97.8786,0.438532,79.5476,78.25,71,72668.4,0,0,0,0,1.17071,0.430849,0.14851,0.625438,-75.44,6.04,133,2179,2015,201.78,89.231,2368.99,40167,302.007,0.712109,0.0269892,0,0,1,0.0172735,0,0,1789,3763
5380,Antioquia,0,1,1,1,1,1,21,1,0,1,0,1,117,1.21293,0.854093,45.0892,95.0327,92.1212,99.3107,0.224424,81.4184,78.34,71,72878.8,1,1,0,0,11.2518,0.430004,0.0834395,0.270701,-75.6669,6.15188,35,1763,2085,180.633,115.82,3618.53,43267,1236.2,0.859337,0.0097809,0,1,1,0.0015279,0,0,1690,2618
5400,Antioquia,0,0,3,1,0,0,3,0,0,0,0,1,19,1.1679,0.520207,26.5374,71.5226,84.6178,95.7707,0.472542,71.5457,71.57,55,42388.3,0,0,0,0,6.18356,0.492686,0.113046,0.435719,-75.36,5.98,200,2473,2171,209.551,79.1007,2163.94,17349,86.745,0.395165,0,0,0,1,0,0,0,1778,2892.24
5411,Antioquia,0,1,1,1,1,0,3,1,0,1,0,0,12,1.35101,0.516817,23.9809,64.9159,37.0219,94.4416,0.502857,58.5304,58.77,46,13007.7,0,0,0,0,6.91786,0.297314,0.0771792,0.276634,-75.83,6.69,220,820,1200,169.802,145.976,13314.1,11077,50.35,0.228224,0.0244547,0,0.454545,1,0.0049702,0,0,1832,1006
5425,Antioquia,0,1,2,1,0,2,3,1,1,1,0,1,10,1.2265,0.592386,30.8052,57.1348,40.3271,76.9882,0.426118,51.5175,58.58,46,31236.5,0,0,0,0,1.97243,,,,-74.8,6.55,436,950,2800,273.761,39.5267,1336.74,9102,20.8761,0.345548,0.0294777,0,1,1,0,0,0,1910,2892.24
5440,Antioquia,0,1,1,1,1,1,12,1,1,1,1,1,80,1.30565,0.808611,23.5734,84.4504,58.2726,93.8306,0.469406,70.6076,75.64,64,54466.6,2,2,2,0,3.64185,0.382207,0.0816551,0.243425,-75.35,6.17,116,2100,2280,218.037,79.7522,1367.66,38603,332.784,0.577804,0.0248683,0,0,1,0.004984,0,0,1709,2809
5467,Antioquia,0,0,1,1,0,0,3,1,0,1,0,0,21,1.15622,0.225799,27.616,51.0591,31.1037,90.7469,0.445715,54.9721,60.03,50,46858,0,0,1,0,4.89924,0.389214,0.0769072,0.286804,-75.53,5.93,84,2350,1973,190.595,97.0918,7814.39,10091,120.131,0.204026,0.210723,0,1,1,0,0,0,1876,987
5475,Antioquia,0,0,2,1,2,1,2,1,0,0,0,0,5,2.09929,0.554181,44.5472,0.217865,0,18.5185,0.628128,0.08643,13.17,40,4785.94,0,0,0,0,81.6364,0.114547,0.0374833,0.0589023,-76.76,6.97,1365,23,4980,77.3281,251.402,34297.3,3114,2.28132,0.60405,22.4292,0,0.166667,0.111111,0,0,1,1835,2892.24
5480,Antioquia,0,0,1,1,1,0,2,1,0,1,0,0,4,1.65537,0.420373,44.6465,43.3204,35.576,61.5682,0.450812,30.4033,45.3,42,11040.5,0,0,0,0,76.5497,0.132723,0.0456522,0.123913,-76.44,7.26,1119,66,3580,73.6913,233.91,3046.46,13066,11.6765,0.275207,67.6699,0,0.647059,0.686275,0,0,0,1944,2892.24
5483,Antioquia,0,1,3,1,0,0,4,0,0,1,0,1,15,1.09032,0.167385,38.082,38.9008,25.7316,77.873,0.594873,49.9669,59.89,47,4054.98,0,0,0,0,12.1913,0.438259,0.0916749,0.208788,-75.19,5.6,317,1900,2780,230.619,58.853,1133.49,16020,50.5363,0.210394,0.203266,0,,,0,0,0,1827,2892.24
5490,Antioquia,0,0,2,2,1,0,4,1,1,1,1,0,19,1.95919,0.510843,63.7211,40.4771,5.77145,34.3017,0.803483,16.7266,32.24,38,12037.8,0,0,0,0,138.374,,,,-76.78,8.44,1377,2,2474,12.9794,229.535,343.225,35315,25.6463,0.241031,53.5245,0,,,0,0,0,1535,2892.24
5495,Antioquia,0,0,2,2,0,0,2,1,0,1,0,0,18,,1,45.1097,62.6362,5.3451,83.8609,0.790681,33.1247,39.9,47,8270.4,0,0,0,0,50.0555,,,,-74.82,8.06,925,2,2474,184.212,94.044,1902.74,11000,11.8919,0.67452,9.11875,0,0.757576,0.272727,0.0018484,0,0,1636,541
5501,Antioquia,0,0,1,1,0,1,2,0,0,0,0,0,13,1.69817,0.654408,63.2441,93.9286,43.3929,91.6071,0.560629,48.3307,53.37,47,16413.5,0,0,1,0,10.164,,,,-75.81,6.63,91,430,1250,173.46,141.891,11063.5,2919,32.0769,0.259815,0.092115,0,0.4,1,0.0045499,0,0,1582,3077
