dane_code,department,dept_capital,notary_offices,telecom_offices,post_offices,health_centers,health_posts,schools,libraries,fire_stations,jails,public_instrument_offices,tax_offices,municipal_employees,primary_enrollment,secondary_enrollment,infant_mortality,aqueduct_coverage,sewage_coverage,electricity_coverage,vaccination_coverage,not_poor_1993,not_poor_2005,life_quality_index,tax_per_capita_2002,crown_employees_1794,crown_employees_nonmilitary_1794,colonial_state_index,colonial_city,royal_road_distance,literacy_1918,schooling_1918,vaccination_1918,longitude,latitude,area_sqkm,elevation_m,rainfall_mm,distance_coast_km,distance_magdalena_km,highway_distance_m,population_1995,pop_density_1995,urban_share_1995,malaria_incidence,oil_producer,land_agri_share,land_mountain_share,slaves_share_1843,encomienda_1560,gold_mine_1560,foundation_year,population_1843
15762,Boyaca,0,1,1,1,1,0,5,1,1,1,0,0,7,1.64394,0.708924,95.2381,21.0227,14.5833,80.4924,0.463403,51.6007,53.7,39,11650.7,0,0,0,0,7.20061,0.198928,0.0506706,0.196721,-73.5,5.57,61,1704,1250,418.374,126.467,4858.43,2945,48.2787,0.17234,0,0,0.333333,1,0.0013307,0,0,1776,1503
15763,Boyaca,0,0,1,1,0,1,2,0,0,1,0,1,12,0.935318,0.370442,301.587,68.9526,14.3392,74.9377,0.340785,63.4639,56.06,47,18609.9,0,0,0,0,1.07657,0.268989,0.115738,0.241767,-73.28,5.75,286,2680,1000,400.173,141.427,4949.39,11200,39.1608,0.100079,0,0,0.0833333,1,0,1,0,1776,4858
15764,Boyaca,0,0,1,1,1,0,2,0,0,0,0,0,21,1.08369,0.433394,97.8495,32.7496,7.70578,84.7636,0.382198,45.6515,53.74,42,8800,0,0,0,0,6.13766,0.134692,0.0218182,0.403636,-73.35,5.49,57,2680,1000,433.077,141.516,1097.06,6903,121.105,0.102013,0.0361428,0,1,1,0,1,0,1780,471
15774,Boyaca,0,0,1,1,0,1,2,0,0,1,0,1,8,0.870695,0.460008,76.9231,30.8532,19.5436,57.2421,0.226828,39.005,50.05,43,4736.17,0,0,0,0,5.45276,0.229563,0.205254,0.228263,-72.71,6.19,193,2480,1288,334.527,153.79,5583.35,5513,28.5648,0.201428,0,0,0.25,0.75,0.0004458,0,0,1809,2243
15776,Boyaca,0,1,1,1,0,1,2,1,1,1,0,1,14,0.904805,0.391095,90.8665,16.5145,8.14307,80.2892,0.34755,39.9754,58.7,40,19074,0,0,1,0,10.7285,0.331548,0.0740229,0.644098,-73.64,5.59,103,2095,840,398.11,109.069,2402.49,6751,65.5437,0.18487,0,0,1,1,0,1,0,1753,2667
15778,Boyaca,0,1,1,1,1,0,3,0,1,1,0,1,11,1.09042,0.50266,307.407,46.7883,17.2086,83.981,0.150486,60.9825,48.3,42,14981.8,0,0,1,0,37.9378,0.129662,0.0237448,0.447432,-73.46,5,41,1930,1160,412.863,138.414,59.613,5075,123.781,0.167481,0.107828,0,0.5,1,0,0,0,1783,4523
15790,Boyaca,0,0,1,1,0,0,2,1,0,1,0,0,7,1.16295,0.514107,101.415,84.0871,25.5444,78.3082,0.429135,58.2221,54.51,42,2157.04,0,0,1,0,16.1613,0.201822,0.0578279,0.213505,-72.8,5.89,210,2530,768,367.789,167.041,930.558,8437,40.1762,0.230011,0,0,0.3,1,0,0,0,1777,2505
15798,Boyaca,0,1,1,1,1,1,5,1,1,1,1,1,18,1.11689,0.551205,34.4874,56.2741,20.8622,89.7613,0.18478,70.2374,65.77,49,27991.9,2,2,2,0,38.0397,0.853497,0.106898,0.654076,-73.43,5.05,49,1543,980,415.999,142.42,1041.88,5511,112.469,0.240924,0.0473664,0,1,1,0,1,0,1778,5690
15804,Boyaca,0,2,1,1,1,1,6,1,1,1,0,0,14,1.11901,0.517423,34.3302,61.155,14.1255,81.6784,0.432612,49.7538,54.1,42,15591.6,0,0,1,0,16.1507,0.207503,0.0317873,0.323636,-73.42,5.3,133,2115,1025,428.405,136.53,1635.83,10587,79.6015,0.16735,0,0,0.25,1,0,0,0,1776,5485
15806,Boyaca,0,0,1,1,0,1,2,0,0,1,0,1,20,1.33008,0.918569,1000,87.8538,39.4236,88.7802,0.319,77.8252,73.86,56,115483,0,0,0,0,10.7991,0.232877,0.0655391,0.506225,-73.02,5.73,95,2538,800,393.433,164.212,5400.48,9684,101.937,0.350253,0,0,0.25,0.75,0,1,0,1778,2878
15808,Boyaca,0,1,1,1,0,2,2,0,0,0,0,1,6,1.48592,0.547314,,23.5585,12.6853,70.6754,0.411,41.174,51.97,42,17472.3,0,0,0,0,10.2373,0.117735,0.0122549,0.0398693,-73.68,5.55,90,2175,1200,393.944,103.469,109.374,2745,30.5,0.151685,0,0,0.75,1,0,1,0,1660,2593
15810,Boyaca,0,0,1,1,1,0,3,1,0,1,0,1,6,1.00755,0.392276,288.889,46.8421,16.8421,71.3684,0.346,33.7471,42.86,40,2353.38,0,0,0,0,4.14334,,,,-72.7,6.38,73,1850,1440,312.199,142.992,10366.8,4792,65.6438,0.226967,0,0,0,0.5,0,0,0,1968,2892.24
15814,Boyaca,0,1,1,1,0,1,2,0,0,1,0,0,12,0.829649,0.574207,24.7933,37.7189,26.2631,82.1411,0.345441,56.1353,55.55,44,23372.3,0,0,1,0,15.9049,,,,-73.2,5.54,168,2750,800,417.821,156.859,821.034,12176,72.4762,0.291322,0.0390717,0,0.625,1,0.0004623,1,0,1776,2163
15816,Boyaca,0,0,1,2,0,1,2,0,0,1,0,0,27,1.24841,0.453107,79.7414,22.6257,12.0112,85.3817,0.557028,45.3594,56,43,8182.35,0,0,0,0,6.91882,0.0917722,0.0204258,0.523015,-73.53,5.92,113,1650,2010,399.51,107.25,231.443,5647,49.9734,0.141018,0.046151,0,0.6,1,0.0042581,0,0,1821,3053
15820,Boyaca,0,0,1,1,0,1,2,1,0,1,0,0,7,1.15392,0.764787,375,65.6999,31.9042,87.8941,0.353923,65.0485,64.55,45,9356.49,0,0,0,0,20.4918,0.29394,0.0947656,0.461512,-72.86,5.75,33,2900,1000,385.452,174.22,999.878,3738,113.273,0.286862,0,0,0.5,1,0,1,0,1822,1250
15822,Boyaca,0,0,1,1,0,1,2,0,0,1,0,0,8,1.19408,0.380297,148.413,23.6863,9.62005,67.1787,0.452224,50.6457,45.36,38,4583.86,0,0,0,0,29.9435,0.123768,0.0169899,0,-73.0052,5.53328,216,2871,900,421.827,177.728,562.744,6227,28.8287,0.116275,0,0,0.111111,0.777778,0,1,0,1796,3294
15832,Boyaca,0,0,1,1,0,0,2,1,0,1,0,0,8,1.78328,0.982467,404.762,24.8366,18.6274,42.1569,0.904,41.1321,67.36,71,9942.15,0,0,0,0,5.13765,,,,-73.94,5.71,54,1500,2120,366.104,70.4634,3987.23,1172,21.7037,0.151996,0,0,1,1,0,0,0,1850,2892.24
15835,Boyaca,0,1,1,1,0,1,4,1,0,1,0,1,9,0.714974,0.584742,7.95006,74.3676,17.6644,84.1906,0.393241,61.1886,61.96,42,13949.9,1,1,1,0,10.6362,,,,-73.51,5.3,80,2389,835,413.755,126.09,3339.33,12073,150.912,0.205192,0,0,0,1,0,1,0,1776,5581
15837,Boyaca,0,0,1,1,1,1,2,0,1,1,0,0,9,1.35135,0.854901,285.714,43.8223,21.1808,87.888,0.294186,61.7569,61.83,42,90857.1,0,0,1,0,6.55642,0.705412,0.526507,0.470286,-73.23,5.67,165,2574,1055,407.797,147.263,1805.03,8236,49.9151,0.202373,0.0646736,0,0.2,0.8,0,1,0,1725,2920
15839,Boyaca,0,0,1,1,0,1,3,0,0,1,0,0,6,1.05889,0.653211,750,32,11.2727,74.7273,0.421151,39.2984,53.32,40,7121.91,0,0,0,0,3.09811,0.257542,0.0521739,0.316388,-72.88,6,127,2700,2660,354.022,150.474,238.746,2748,21.6378,0.101249,0,0,0,1,0,0,0,1849,752
15842,Boyaca,0,0,1,1,1,1,4,1,0,1,1,1,9,1.19357,0.629694,13.6944,33.8634,7.99813,85.0327,0.343286,41.396,52.64,39,15194.9,0,0,1,0,22.8451,0.159738,0.0371662,0.287828,-73.47,5.2,130,2480,810,417.709,134.061,5623.52,10300,79.2308,0.120029,0,0,0,1,0,0,0,1778,3162
15861,Boyaca,0,1,1,1,0,1,2,0,1,1,1,0,26,1.41098,0.817722,32.1838,66.7964,14.051,90.6183,0.593977,61.7961,65.55,48,70536.1,0,0,1,0,4.83417,0.164436,0.0396128,0.558749,-73.53,5.34,151,2630,973,414.29,122.961,2321.9,12479,82.6424,0.130221,0.0420596,0,0,1,0,0,0,1776,3239
15879,Boyaca,0,0,1,1,0,1,3,1,0,1,0,0,7,0.999173,0.423696,39.4345,47.2527,8.9011,73.6264,0.440543,61.3593,55.98,40,13964.7,0,0,1,0,12.9858,0.127405,0.0449489,0.102157,-73.31,5.42,64,2520,824,435.564,146.664,4734.23,3970,62.0312,0.134445,0,0,0,1,0,1,0,1787,1916
15897,Boyaca,0,1,1,1,,,,,,,,,9,1.1889,0.586233,61.4624,22.2741,12.9284,71.4174,0.258107,48.1455,55.92,43,91144.2,0,0,0,0,33.9455,0.130286,0.0376721,0.0720966,-73.19,5.26,255,1875,2350,448.578,162.396,1182.25,6128,24.0314,0.168506,0.398635,0,0.5,1,0,0,0,1775,1159
17001,Caldas,1,6,13,14,5,7,101,9,3,10,2,6,2683,1.1381,0.880489,12.3855,97.7765,93.1889,96.7117,0.463128,84.4249,85.03,80,89407.8,0,0,0,0,31.4793,0.56788,0.0879106,0.659908,-75.52,5.07,477,2216,1996,202.324,82.7413,1552.6,352174,738.31,0.935183,0.0020191,0,0.3,1,0,1,0,1849,2892.24
17013,Caldas,0,1,1,1,0,0,9,1,1,1,1,1,35,0.518575,0.261872,20.5515,61.1268,38.5493,86.4648,0.197754,60.4059,70.79,48,7991.21,0,0,0,0,20.5571,0.471573,0.0997439,0.394033,-75.48,5.61,510,2170,2590,197.56,87.3564,1293.46,49602,97.2588,0.288527,0.140642,0,0.454545,1,0.0023294,0,1,1808,4293
17042,Caldas,0,1,1,1,1,1,15,1,1,1,1,1,30,1.05996,0.513759,31.8549,74.3257,68.9935,94.8177,0.312179,72.604,72.92,58,22055.5,3,3,2,1,15.0114,0.45639,0.106896,0.434368,-75.82,5.23,228,1768,2151,174.093,116.328,76.5,46594,204.36,0.500109,0,0,0.8,0.8,0,1,1,1530,2892.24
17050,Caldas,0,1,1,1,0,0,5,1,1,1,0,0,30,1.08252,0.471759,24.2842,82.1856,73.982,93.3234,0.356779,69.8277,69.69,54,16724.6,0,0,0,0,38.1111,0.523873,0.14307,0.424044,-75.52,5.26,157,1910,2249,201.656,82.8996,189.987,18019,114.771,0.459656,0,0,0.2,1,0,1,0,1853,2892.24
17088,Caldas,0,1,1,1,1,1,4,1,1,1,0,1,29,1.20104,0.468197,57.2693,69.5442,53.2069,94.5542,0.429897,59.8443,65.22,49,21541,0,0,0,0,3.91203,0.341172,0.0837976,0.330399,-75.84,4.99,121,1631,2374,167.117,114.579,4718.27,15324,126.645,0.379522,0,0,1,1,0,0,0,1888,2892.24
17174,Caldas,0,1,1,1,1,1,20,1,1,1,0,1,46,0.8089,0.562184,27.5972,95.8059,92.2395,97.1209,0.299929,73.2541,73.1,68,42012.3,0,0,0,0,15.3974,,,,-75.64,4.98,114,1382,2562,178.413,92.7983,1861.06,73635,645.921,0.74778,0.0029555,0,0.75,1,0,0,0,1857,2892.24
17272,Caldas,0,1,1,1,0,0,3,1,1,1,0,0,28,1.04862,0.500669,13.7647,76.8954,65.8642,92.9213,0.381567,67.3456,67.44,50,13970.2,0,0,0,0,30.395,0.487509,0.119276,0.403454,-75.58,5.29,215,1550,2524,188.191,89.8168,320.922,16605,77.2326,0.27724,0,0,0.857143,1,0,0,0,1850,2892.24
17380,Caldas,0,1,1,1,0,3,22,0,1,1,1,1,96,1.1099,0.812415,15.557,95.7425,92.2923,94.2796,0.530007,69.1611,68.93,66,60012.6,0,0,1,0,11.1001,,,,-74.7,5.45,574,178,1820,278.688,2.40358,2162.2,76253,132.845,0.917714,0.0323848,0,0.695652,0.0434783,0,0,0,1900,2892.24
17388,Caldas,0,0,1,1,0,0,3,1,1,0,0,0,29,0.740673,0.424851,21.3033,70.0787,35.4331,89.5215,0.432551,59.5396,66.22,46,6515.28,0,0,0,0,24.3229,,,,-75.58,5.39,100,6,1000,188.491,90.8444,6687.61,12490,124.9,0.25735,0,0,0.75,1,0,0,0,1969,2892.24
17433,Caldas,0,1,1,1,0,0,8,0,1,1,1,1,43,0.708133,0.323893,31.086,62.1121,43.8778,94.1544,0.279194,62.1087,66.62,52,11086.5,0,0,0,0,23.6303,0.368181,0.0769011,0.293208,-75.17,5.25,195,1871,2800,237.124,45.8716,776.029,33818,173.426,0.383114,0,0,0.666667,1,0,0,0,1864,2892.24
17442,Caldas,0,1,1,1,0,0,3,1,1,1,0,0,23,1.32334,0.66429,14.7022,84.7446,75.9972,93.492,0.509884,61.3841,58.01,50,4649.72,0,0,1,0,14.5209,0.349219,0.0896577,0.289807,-75.65,5.49,41,1050,2143,182.527,101.353,1735.62,8646,210.878,0.137767,0.0268442,0,1,1,0.089877,0,1,1525,1057
17444,Caldas,0,1,2,1,0,0,8,1,1,1,0,1,24,1.23338,0.595834,17.2241,52.2835,35.6229,91.8159,0.425096,62.6667,67.1,47,13205.2,0,0,0,0,11.4143,,,,-75.08,5.29,94,1560,2750,246.798,35.5226,1280.19,15803,168.117,0.355726,0,0,0.75,0.75,0,0,0,1924,2892.24
17446,Caldas,0,1,1,1,0,0,3,1,1,1,0,1,5,1.02378,0.444749,51.6279,62.0382,51.9745,69.0446,0.546385,65.1944,68.57,45,22789.3,0,0,0,0,33.6813,0.437556,0.0780749,0.389091,-75.29,5.28,374,2825,2260,224.861,57.506,2226.81,4332,11.5829,0.291408,0,0,0.0666667,1,0,0,0,1877,2892.24
17486,Caldas,0,1,1,1,1,1,5,1,1,1,1,0,137,1.27512,0.585673,31.5296,85.1452,73.5764,93.3378,0.357544,69.0385,69.47,63,23944.7,0,0,0,0,34.5565,0.490554,0.121107,0.536135,-75.54,5.16,393,1969,2173,200.369,86.0431,965.242,26803,68.201,0.448027,0,0,0.466667,1,0,1,0,1844,2892.24
17513,Caldas,0,1,1,1,0,0,6,1,1,1,1,1,31,1.06237,0.594673,11.4382,76.8829,61.5958,94.084,0.238017,67.6945,69.12,52,11278.8,0,0,0,0,24.6197,0.423781,0.0782412,0.229765,-75.48,5.52,283,1819,2463,195.362,83.1251,1013.34,20965,74.0813,0.360352,0.183587,0,0.4,1,0.0006959,1,0,1828,2874
17524,Caldas,0,1,1,1,1,0,4,1,1,1,0,1,22,1.21097,0.679823,27.6733,89.731,74.8166,93.2763,0.303077,63.4029,68.15,54,27803.3,0,0,0,0,15.4476,0.407469,0.0742817,0.344604,-75.67,5.01,119,1636,2667,184.819,95.6839,4098.31,25041,210.429,0.251647,0,0,0.833333,0.833333,0,0,0,1855,2892.24
17541,Caldas,0,1,1,1,0,0,11,1,1,1,1,1,178,1.40172,0.574142,22.873,54.4631,43.1159,90.1867,0.490008,63.4432,70.4,50,14308.6,0,0,0,0,20.0471,0.450979,0.102188,0.244457,-75.18,5.39,573,2100,2480,229.898,48.2522,2634.99,27959,48.7941,0.301955,0.0093158,0,0.45,1,0,0,0,1866,2892.24
17614,Caldas,0,1,2,1,0,1,9,1,1,1,1,1,43,1.22806,0.704241,32.1277,79.6438,69.6816,88.7426,0.612068,31.9681,70.23,68,33483.4,0,0,0,0,9.55841,0.375559,0.102622,0.492933,-75.74,5.42,422,1783,2688,168.772,108.743,1202.63,48473,114.865,0.368865,0.418676,0,0.529412,1,0.0086822,0,1,1819,3225
17616,Caldas,0,1,1,1,0,1,3,1,1,1,1,0,17,0.986113,0.421776,21.5499,65.4503,66.6274,95.2619,0.440595,67.0483,67.39,48,16332.3,0,0,0,0,18.7972,,,,-75.8,5.16,162,1743,2671,171.51,115.051,341.921,22340,137.901,0.336051,0.0330033,0,0,0.2,0,0,0,1908,2892.24
17653,Caldas,0,1,1,1,0,0,12,1,1,1,1,1,111,1.02648,0.55605,16.5825,83.7853,76.5476,91.3222,0.330637,70.5263,73.62,59,21037.3,0,0,0,0,29.3889,0.491321,0.105628,0.461133,-75.52,5.4,411,1775,2064,206.221,83.4086,715.068,26881,65.4039,0.603298,0,0,0.0666667,1,0.0024106,0,0,1827,4978
17662,Caldas,0,1,1,1,0,0,3,1,1,1,0,1,18,1.13527,0.341452,26.3697,42.6302,26.3916,58.4682,0.209318,43.7014,61.07,45,11723.1,0,0,0,0,1.21447,,,,-75.02,5.41,1022,1460,3060,254.622,31.2597,10745.5,40953,40.0714,0.194866,0.0071065,0,0.697674,0.790698,0,1,0,1884,2892.24
17777,Caldas,0,1,1,1,0,4,6,1,1,1,0,1,48,1.43004,0.804596,25.8861,84.7909,63.3415,93.9387,0.577851,63.6736,69.79,61,18202.9,8,8,4,0,12.3734,0.414332,0.118505,0.306964,-75.69,5.46,124,1183,2190,180.347,104.064,1916.11,23839,192.25,0.496032,0,0,1,1,0.145,1,1,1540,2200
17867,Caldas,0,1,1,1,0,0,4,1,1,0,0,1,12,1.39915,0.538558,17.8768,68.0394,41.9875,72.5157,0.330735,53.7131,63.34,48,58833.9,0,0,0,0,3.88178,0.33632,0.0495317,0.303018,-74.94,5.31,577,675,2340,265.837,20.149,2380.19,11490,19.9134,0.373655,0.0416537,0,0.35,0.15,0,0,1,1879,2892.24
17873,Caldas,0,1,1,1,0,0,17,1,1,0,0,0,45,1.16031,0.829242,53.1094,91.6607,84.8753,94.5688,0.314766,80.7353,78.66,66,44896.3,0,0,0,0,29.4568,,,,-75.54,5.02,480,1920,2104,205.72,84.1867,1764.26,39805,82.9271,0.724289,0.0055825,0,0,1,0,1,0,1850,2892.24
17877,Caldas,0,1,1,1,0,0,10,1,1,1,0,1,29,1.04784,0.655363,18.8296,91.85,83.824,94.8559,0.395679,68.9821,69.78,63,25698.3,0,0,0,0,8.53934,,,,-75.91,5.06,122,988,1965,161.545,122.944,1852.83,17733,145.352,0.787118,0,0,0.6,1,0,0,0,1911,2892.24
18001,Caqueta,1,1,1,1,1,0,40,1,1,1,1,1,141,1.22998,0.761853,29.1544,81.6693,73.8398,84.0672,0.45294,63.7677,67.16,66,51225.8,0,0,0,0,76.289,0.211025,0.0338181,0.15049,-75.64,1.62,2292,100,2250,249.366,54.1589,1569.59,110969,48.4158,0.860364,0.139478,0,0.608696,0.847826,0,0,0,1894,2892.24
18029,Caqueta,0,0,1,1,1,0,2,1,0,1,0,0,7,0.850162,0.208071,32.0777,34.136,21.2465,36.4023,0.36073,42.5953,58.97,47,4114.61,0,0,0,0,102.181,,,,-75.9542,1.26201,417,100,2250,258.536,64.3245,1489.55,11387,27.307,0.281316,1.67976,0,0.266667,0,0,0,0,1985,2892.24
18094,Caqueta,0,1,1,1,0,0,3,1,0,1,0,1,6,1.64596,0.647921,46.9363,57.1585,37.2463,43.1706,0.850841,45.6025,52.17,47,19999.4,0,0,0,0,92.1666,,,,-75.9,1.41,1095,100,2250,240.366,60.473,847.226,10486,9.57626,0.382037,0.880089,0,0.432432,0.54054,0,0,0,1917,2892.24
18150,Caqueta,0,0,1,1,0,0,4,0,0,0,0,0,15,1.88739,0.242349,115.848,9.29472,3.15273,17.1649,0.452757,23.984,49.32,38,48381.9,0,0,0,0,150.562,,,,-75.02,1.37,13161,100,2250,444.942,130.361,42247.1,28019,2.12894,0.232982,43.9183,0,0.208647,0,0,0,0,1985,2892.24
18205,Caqueta,0,0,1,1,1,0,3,0,0,0,0,0,12,1.26693,0.326212,69.3882,39.2013,30.5307,45.5596,0.446541,32.898,52.58,45,40865.3,0,0,0,0,130.054,,,,-75.96,1.06,459,100,2250,270.28,99.345,2335.84,13338,29.0588,0.607285,3.55562,0,0.0454545,0,0,0,0,1986,2892.24
18247,Caqueta,0,0,0,1,0,0,9,0,1,1,0,1,36,1.30508,0.57092,26.4442,70.012,46.9558,79.6317,0.399171,59.3319,58.83,54,30946.5,0,0,0,0,90.9059,,,,-75.34,1.62,1027,100,2250,279.029,71.3061,438.487,21098,20.5433,0.565068,1.20091,0,0.386364,0.272727,0,0,0,1967,2892.24
18256,Caqueta,0,0,1,0,1,0,4,1,1,1,0,1,15,1.37249,0.492309,44.7138,51.9447,41.4866,39.0665,0.45674,45.042,51.66,48,20057.5,0,0,0,0,96.6003,,,,-75.43,1.44,1336,100,2250,274.288,71.7882,5030.44,15565,11.6504,0.422718,4.42413,0,0.339623,0.415094,0,0,0,1967,2892.24
18410,Caqueta,0,0,1,1,1,0,2,1,0,1,0,0,19,1.20053,0.197273,104.643,24.9168,16.5104,24.1306,0.416347,28.24,42,38,5317.56,0,0,0,0,97.3863,,,,-75.55,1.47,1476,100,2250,274.241,77.2139,2187,22101,14.9736,0.101192,9.91361,0,0.259259,0.240741,0,0,0,1940,2892.24
18460,Caqueta,0,0,1,2,1,0,2,0,0,1,0,0,18,1.21632,0.251486,72.29,7.94083,2.17984,7.04554,0.328135,20.8734,45.66,41,14487.7,0,0,0,0,113.776,,,,-75.64,1.29,1366,100,2250,309.352,93.2873,370.139,17515,12.8221,0.110072,32.8233,0,0.169491,0,0,0,0,1950,2892.24
18479,Caqueta,0,0,1,1,1,0,2,1,0,0,0,0,5,1.33438,0.399011,40.2047,39.3464,32.1569,44.0523,0.318543,50.157,53.73,43,17495,0,0,0,0,86.55,,,,-75.79,1.46,440,100,2250,264.232,62.3062,2567.56,4725,10.7386,0.383115,2.6317,0,0.388889,0,0,0,0,1960,2892.24
18592,Caqueta,0,0,0,1,1,0,6,0,1,1,0,0,58,1.57896,0.446229,61.8426,25.4981,7.78829,26.5848,0.309122,25.22,53.15,46,18622.7,0,0,0,0,81.4969,,,,-75.16,1.91,2791,100,2250,296.705,63.2909,129.921,33604,12.0401,0.331738,2.26704,0,0.33913,0.408696,0,0,0,1884,2892.24
18610,Caqueta,0,0,1,1,0,1,2,0,0,0,0,0,13,1.62245,0.726557,24.8386,43.6156,36.4302,30.6636,0.469001,35.1235,50.35,46,17008.1,0,0,0,0,102.38,,,,-76.08,1.33,770,100,2250,235.135,61.8605,313.342,13458,17.4779,0.217659,1.64212,0,0.404762,0.690476,0,0,0,,2892.24
18753,Caqueta,0,1,1,1,0,0,4,0,0,1,0,1,18,1.33036,0.309402,43.4891,14.5101,8.79886,5.80046,0.43493,18.5139,52.2,43,32540.6,0,0,2,0,101.512,,,,-74.81,2.28,17874,100,2250,387.646,95.6533,1364.15,40568,2.26966,0.279815,15.7765,0,0.148459,0.189076,0,0,0,1903,2892.24
18860,Caqueta,0,0,1,1,1,0,3,1,0,1,0,0,13,1.09856,0.210185,40.4337,31.1705,18.035,16.8697,0.150659,37.0032,53.06,41,12547.8,0,0,0,0,118.366,,,,-75.7467,1.152,1827,100,2250,291.645,92.5514,827,27037,14.7986,0.174548,5.57236,0,0.265823,0,0,0,0,1959,2892.24
19001,Cauca,1,2,1,1,14,9,212,1,1,1,1,1,1053,1.20525,0.892303,11.7974,94.2492,82.6724,94.2653,0.404228,77.8309,79.42,78,52776.1,266,182,4,1,1.41389,0.476335,0.156925,0.495167,-76.63,2.42,464,1738,1890,121.169,53.8032,991.262,212760,458.534,0.909343,0.006435,0,0.409091,1,0.0621457,1,0,1536,9172
19022,Cauca,0,1,1,1,1,0,6,1,0,1,0,0,12,1.34604,0.385357,123.522,38.6507,12.1139,17.4813,0.291542,23.0934,21.46,38,1588.56,7,7,2,1,10.9313,0.174379,0.0458341,0.0385971,-76.89,1.91,224,2312,2190,133.066,25.4507,5663.34,20511,91.567,0.127615,0.0586356,0,0,1,0.0016458,1,1,1551,4861
19050,Cauca,0,0,1,1,1,0,4,1,0,1,0,0,11,1.0527,0.146206,25.7703,20.6907,7.90292,8.743,0.326571,16.3512,0,35,1620.71,0,0,0,0,36.0491,,,,-77.3,2.18,674,2700,1812,70.0322,79.9025,229.63,22574,33.4926,0.124932,2.83407,0,0.233333,1,0,0,0,1967,2892.24
19075,Cauca,0,0,1,1,1,0,4,1,0,0,0,0,8,1.10173,0.203927,31.3577,55.9832,24.5039,36.5003,0.452186,38.3379,43.95,41,6616.7,0,0,0,0,21.6492,,,,-77.25,2.05,329,1630,2310,90.5303,69.503,4189.05,21802,66.2675,0.213349,0.156027,0,0.944444,0.611111,0,1,0,1923,2892.24
19100,Cauca,0,1,1,1,0,0,8,1,0,1,1,1,22,1.02009,0.249103,30.6537,37.0467,25.6369,39.8941,0.414112,33.2336,43.08,41,2607.28,0,0,1,0,11.2831,0.260223,0.0349396,0.205364,-77,1.83,845,1770,2350,123.189,43.4078,1877.4,63959,75.6911,0.237957,0.346447,0,0.744186,0.767442,0.0066121,0,0,1749,3176
19110,Cauca,0,1,1,1,1,0,4,1,0,1,0,1,22,1.88824,0.688026,36.1855,54.9794,20.1923,56.6621,0.588576,38.9292,48.14,43,30677.7,0,0,0,0,2.21966,0.176064,0.025983,0.165079,-76.67,3.02,410,1225,1563,90.9499,119.406,2249.05,17445,42.5488,0.0972158,0.0134902,0,1,0.928571,0.232796,0,0,1823,2732
19130,Cauca,0,,1,1,1,0,5,1,0,1,0,0,17,1.43011,0.210911,21.8269,22.0669,8.82297,34.4039,0.504557,33.4,42.59,40,4546.34,0,0,0,0,3.5678,0.143212,0.0235495,0.152875,-76.59,2.61,526,1765,1921,103.565,73.7735,1079.67,31654,60.1787,0.0821599,0,0,0.85,1,0.0496375,0,0,1823,1793
19137,Cauca,0,1,1,1,0,0,3,1,0,1,0,0,25,1.34357,0.893558,58.7503,62.4799,11.9403,46.1768,0.447032,19.0912,40.24,47,5002.66,0,0,0,0,14.9159,0.139033,0.0227132,0.185878,-76.51,2.8,373,1920,2064,115.524,93.2838,4108.15,28579,76.6193,0.0813001,0,0,0.125,1,0.0132404,0,0,1746,1435
19142,Cauca,0,1,1,1,0,0,7,1,0,1,1,1,29,1.51713,0.498179,45.2336,63.0266,30.9013,73.1839,0.188599,49.1522,61.96,50,57547.1,3,3,2,1,22.3531,0.226324,0.0512393,0.161721,-76.43,3.03,399,1100,1427,108.062,104.81,667.608,35807,89.7418,0.127896,0.63461,0,0.9375,0.875,0.170476,0,1,1543,3719
19212,Cauca,0,1,1,1,0,2,12,1,1,1,0,0,20,1.63983,0.576891,40.2177,64.5933,45.9862,73.2589,0.516178,39.1896,53.08,54,14163,0,0,0,0,34.8912,0.143616,0.0198332,0.106153,-76.2845,3.17243,294,1052,1920,118.759,97.5905,2499.08,23740,80.7483,0.602613,0.057848,0,0.166667,1,0,0,0,1865,2892.24
19256,Cauca,0,1,1,1,0,0,3,1,0,1,0,1,42,1.24434,0.323543,45.7905,45.4072,8.84667,44.1607,0.316082,32.5279,47.97,42,6612.91,0,0,0,0,16.7642,0.22279,0.0521451,0.254657,-76.84,2.45,2615,1745,2090,74.1448,62.1446,375.101,45550,17.4187,0.101142,0.350595,0,0.598214,1,0.0227979,1,1,1793,2895
19290,Cauca,0,,,,,,,,,,,,24,0.420122,0.127308,39.5402,55.5188,17.1082,23.5099,0.2734,42.2591,59.36,39,3945.45,0,0,0,0,0.668958,,,,-77.08,1.71,56,100,2250,129.801,60.223,1593.58,6209,110.875,0.224035,0.243906,0,,,0,0,0,,2892.24
19318,Cauca,0,1,1,1,0,1,11,1,0,1,1,1,117,1.85239,0.619206,31.2807,33.4821,25.3677,49.0021,0.11377,31.901,23.49,52,4098.15,0,0,0,0,97.2105,0.0702614,0.0181509,0.061921,-77.95,2.63,2885,5,4210,25.3473,164.285,27335.8,28385,9.83882,0.422501,49.7005,0,0.0470588,0.458823,0.152889,0,0,1816,2250
